internal_id,LexisNexis_id,source,date,annotator,climate_change,attitude,policy
1174,122302cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"December 23, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1174,122302cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"December 23, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1175,122301cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 23, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1175,122301cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 23, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1176,122302CN.V42,CNN New Day 6:30 AM EST,"December 23, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Does not mention
1176,122302CN.V42,CNN New Day 6:30 AM EST,"December 23, 2020 Wednesday",11,Acknowledges,Expresses climate concern,Does not mention
1177,121301CN.V23,CNN STATE OF THE UNION 9:00 AM EST,"December 13, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
1177,121301CN.V23,CNN STATE OF THE UNION 9:00 AM EST,"December 13, 2020 Sunday",11,Acknowledges,Expresses climate concern,Supports
1178,121701cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 17, 2020 Thursday",14,Acknowledges,Expresses climate concern,Neutral
1178,121701cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 17, 2020 Thursday",11,Acknowledges,Expresses climate concern,Neutral
1179,122002CN.V48,CNN New Day Sunday 7:00 AM EST,"December 20, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
1179,122002CN.V48,CNN New Day Sunday 7:00 AM EST,"December 20, 2020 Sunday",11,Acknowledges,Expresses climate concern,Does not mention
1180,121801cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 18, 2020 Friday",14,Neutral,Neutral,Does not mention
1180,121801cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 18, 2020 Friday",11,Neutral,Neutral,Does not mention
1181,122001CN.V15,CNN Inside Politics 8:00 AM EST,"December 20, 2020 Sunday",14,Acknowledges,Neutral,Neutral
1181,122001CN.V15,CNN Inside Politics 8:00 AM EST,"December 20, 2020 Sunday",11,Acknowledges,Neutral,Neutral
1182,122001CN.V48,CNN New Day Sunday 6:00 AM EST,"December 20, 2020 Sunday",14,Acknowledges,Neutral,Does not mention
1182,122001CN.V48,CNN New Day Sunday 6:00 AM EST,"December 20, 2020 Sunday",11,Acknowledges,Neutral,Does not mention
1183,121907CN.V11,CNN CNN NEWSROOM 4:00 PM EST,"December 19, 2020 Saturday",14,Acknowledges,Expresses climate concern,Does not mention
1183,121907CN.V11,CNN CNN NEWSROOM 4:00 PM EST,"December 19, 2020 Saturday",11,Acknowledges,Expresses climate concern,Does not mention
1185,121903cb.410,CBS News Transcripts CBS THIS MORNING: SATURDAY 7:00 AM EST,"December 19, 2020 Saturday",14,Neutral,Neutral,Does not mention
1185,121903cb.410,CBS News Transcripts CBS THIS MORNING: SATURDAY 7:00 AM EST,"December 19, 2020 Saturday",11,Neutral,Neutral,Does not mention
1186,121301CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"December 13, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
1186,121301CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"December 13, 2020 Sunday",11,Acknowledges,Expresses climate concern,Supports
1187,120602CN.V48,CNN New Day Sunday 7:00 AM EST,"December 6, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
1187,120602CN.V48,CNN New Day Sunday 7:00 AM EST,"December 6, 2020 Sunday",11,Acknowledges,Expresses climate concern,Supports
1188,122001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"December 20, 2020 Sunday",14,Neutral,Neutral,Does not mention
1188,122001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"December 20, 2020 Sunday",11,Neutral,Neutral,Does not mention
1189,122001cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","December 20, 2020 Sunday",14,Neutral,Neutral,Neutral
1189,122001cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","December 20, 2020 Sunday",11,Neutral,Neutral,Neutral
1190,122021CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"December 20, 2020 Sunday",14,Neutral,Neutral,Does not mention
1190,122021CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"December 20, 2020 Sunday",11,Neutral,Neutral,Does not mention
1191,122022CN.V11,CNN CNN NEWSROOM 5:00 AM EST,"December 20, 2020 Sunday",14,Neutral,Neutral,Does not mention
1191,122022CN.V11,CNN CNN NEWSROOM 5:00 AM EST,"December 20, 2020 Sunday",11,Neutral,Neutral,Does not mention
1192,121601cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 16, 2020 Wednesday",14,Acknowledges,Expresses opposition to climate concern,Opposes
1192,121601cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 16, 2020 Wednesday",11,Acknowledges,Expresses opposition to climate concern,Opposes
1194,121018CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"December 10, 2020 Thursday",14,Neutral,Expresses climate concern,Does not mention
1194,121018CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"December 10, 2020 Thursday",11,Neutral,Expresses climate concern,Does not mention
1195,120207cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 2, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Supports
1195,120207cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 2, 2020 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1196,121601cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"December 16, 2020 Wednesday",14,Acknowledges,Neutral,Opposes
1196,121601cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"December 16, 2020 Wednesday",11,Acknowledges,Neutral,Opposes
1197,121603CN.V42,CNN New Day 7:00 AM EST,"December 16, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1197,121603CN.V42,CNN New Day 7:00 AM EST,"December 16, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1198,121619CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"December 16, 2020 Wednesday",14,Neutral,Expresses climate concern,Does not mention
1198,121619CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"December 16, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
1199,121607CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"December 16, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Supports
1199,121607CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"December 16, 2020 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1200,121701cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"December 17, 2020 Thursday",14,Acknowledges,Expresses climate concern,Supports
1200,121701cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"December 17, 2020 Thursday",11,Acknowledges,Expresses climate concern,Supports
1201,121302CN.V54,CNN CNN LIVE EVENT/SPECIAL 9:00 PM EST,"December 13, 2020 Sunday",14,Acknowledges,Expresses climate concern,Does not mention
1201,121302CN.V54,CNN CNN LIVE EVENT/SPECIAL 9:00 PM EST,"December 13, 2020 Sunday",11,Acknowledges,Expresses climate concern,Does not mention
1202,121601cb.258,Fox News Network THE FIVE 5:00 PM EST,"December 16, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1202,121601cb.258,Fox News Network THE FIVE 5:00 PM EST,"December 16, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1203,121701cb.258,Fox News Network THE FIVE 5:00 PM EST,"December 17, 2020 Thursday",14,Acknowledges,Neutral,Does not mention
1203,121701cb.258,Fox News Network THE FIVE 5:00 PM EST,"December 17, 2020 Thursday",11,Acknowledges,Neutral,Does not mention
1204,121702CN.V68,CNN CNN Tonight 11:00 PM EST,"December 17, 2020 Thursday",14,Acknowledges,Expresses climate concern,Does not mention
1204,121702CN.V68,CNN CNN Tonight 11:00 PM EST,"December 17, 2020 Thursday",11,Acknowledges,Expresses climate concern,Does not mention
1205,121701cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"December 17, 2020 Thursday",14,Neutral,Neutral,Does not mention
1205,121701cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"December 17, 2020 Thursday",11,Neutral,Neutral,Does not mention
1206,121701cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"December 17, 2020 Thursday",14,Neutral,Neutral,Does not mention
1206,121701cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"December 17, 2020 Thursday",11,Neutral,Neutral,Does not mention
1208,121602cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"December 16, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1208,121602cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"December 16, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1209,121601cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"December 16, 2020 Wednesday",14,Neutral,Expresses climate concern,Does not mention
1209,121601cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"December 16, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
1210,121606CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"December 16, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1210,121606CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"December 16, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1211,121317CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"December 13, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
1211,121317CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"December 13, 2020 Sunday",11,Acknowledges,Expresses climate concern,Supports
1212,121514CN.V11,CNN CNN NEWSROOM 3:30 PM EST,"December 15, 2020 Tuesday",14,Neutral,Neutral,Does not mention
1212,121514CN.V11,CNN CNN NEWSROOM 3:30 PM EST,"December 15, 2020 Tuesday",11,Neutral,Neutral,Does not mention
1213,121501cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"December 15, 2020 Tuesday",14,Neutral,Neutral,Does not mention
1213,121501cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"December 15, 2020 Tuesday",11,Neutral,Neutral,Does not mention
1214,121101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"December 11, 2020 Friday",14,Acknowledges,Expresses opposition to climate concern,Opposes
1214,121101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"December 11, 2020 Friday",11,Acknowledges,Expresses opposition to climate concern,Opposes
1215,121301cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","December 13, 2020 Sunday",14,Neutral,Neutral,Does not mention
1215,121301cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","December 13, 2020 Sunday",11,Neutral,Neutral,Does not mention
1216,120901cb.454,MSNBC MTP DAILY 1:00 PM EST,"December 9, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Supports
1216,120901cb.454,MSNBC MTP DAILY 1:00 PM EST,"December 9, 2020 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1217,121401cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 14, 2020 Monday",14,Neutral,Neutral,Does not mention
1217,121401cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 14, 2020 Monday",11,Neutral,Neutral,Does not mention
1218,,ABC News Transcript THE VIEW 11:01 AM EST,"December 14, 2020 Monday",14,Acknowledges,Neutral,Does not mention
1218,,ABC News Transcript THE VIEW 11:01 AM EST,"December 14, 2020 Monday",11,Neutral,Neutral,Does not mention
1219,121101CN.V40,CNN The Lead with Jake Tapper 3:00 PM EST,"December 11, 2020 Friday",14,Acknowledges,Expresses climate concern,Supports
1219,121101CN.V40,CNN The Lead with Jake Tapper 3:00 PM EST,"December 11, 2020 Friday",11,Acknowledges,Expresses climate concern,Supports
1220,120204cb.400,CBS News Transcripts CBS MORNING NEWS 4:00 AM EST,"December 2, 2020 Wednesday",14,Neutral,Expresses climate concern,Does not mention
1220,120204cb.400,CBS News Transcripts CBS MORNING NEWS 4:00 AM EST,"December 2, 2020 Wednesday",11,Neutral,Expresses climate concern,Does not mention
1222,121202CN.V11,CNN CNN NEWSROOM 11:00 AM EST,"December 12, 2020 Saturday",14,Neutral,Expresses climate concern,Does not mention
1222,121202CN.V11,CNN CNN NEWSROOM 11:00 AM EST,"December 12, 2020 Saturday",11,Neutral,Expresses climate concern,Does not mention
1223,121206cb.410,CBS News Transcripts CBS THIS MORNING: SATURDAY 7:00 AM EST,"December 12, 2020 Saturday",14,Acknowledges,Neutral,Does not mention
1223,121206cb.410,CBS News Transcripts CBS THIS MORNING: SATURDAY 7:00 AM EST,"December 12, 2020 Saturday",11,Acknowledges,Neutral,Does not mention
1224,121209CN.V11,CNN CNN NEWSROOM 6:00 PM EST,"December 12, 2020 Saturday",14,Neutral,Neutral,Does not mention
1224,121209CN.V11,CNN CNN NEWSROOM 6:00 PM EST,"December 12, 2020 Saturday",11,Neutral,Neutral,Does not mention
1225,121101cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 11, 2020 Friday",14,Neutral,Expresses climate concern,Does not mention
1225,121101cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 11, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
1227,,ABC News Transcript GOOD MORNING AMERICA 7:00 AM EST,"December 11, 2020 Friday",3,Neutral,Neutral,Does not mention
1227,,ABC News Transcript GOOD MORNING AMERICA 7:00 AM EST,"December 11, 2020 Friday",14,Neutral,Neutral,Does not mention
1228,121107cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 11, 2020 Friday",3,Neutral,Expresses climate concern,Does not mention
1228,121107cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 11, 2020 Friday",14,Neutral,Expresses climate concern,Does not mention
1229,121101cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 11, 2020 Friday",3,Acknowledges,Expresses climate concern,Supports
1229,121101cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 11, 2020 Friday",14,Acknowledges,Expresses climate concern,Supports
1230,121117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"December 11, 2020 Friday",3,Neutral,Neutral,Does not mention
1230,121117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"December 11, 2020 Friday",14,Neutral,Neutral,Does not mention
1231,120720CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"December 7, 2020 Monday",3,Neutral,Expresses climate concern,Does not mention
1231,120720CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"December 7, 2020 Monday",14,Neutral,Expresses climate concern,Does not mention
1233,121006CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"December 10, 2020 Thursday",3,Neutral,Neutral,Does not mention
1233,121006CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"December 10, 2020 Thursday",14,Neutral,Neutral,Does not mention
1234,120408CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"December 4, 2020 Friday",3,Neutral,Expresses climate concern,Does not mention
1234,120408CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"December 4, 2020 Friday",14,Neutral,Expresses climate concern,Does not mention
1235,120401cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 4, 2020 Friday",3,Acknowledges,Expresses climate concern,Does not mention
1235,120401cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 4, 2020 Friday",14,Acknowledges,Expresses climate concern,Does not mention
1236,120901cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 9, 2020 Wednesday",3,Neutral,Neutral,Does not mention
1236,120901cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 9, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1237,120902cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 9, 2020 Wednesday",3,Neutral,Neutral,Does not mention
1237,120902cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 9, 2020 Wednesday",14,Neutral,Neutral,Does not mention
1238,120901cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"December 9, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1238,120901cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"December 9, 2020 Wednesday",4,Neutral,Neutral,Does not mention
1240,120318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"December 3, 2020 Thursday",11,Acknowledges,Expresses climate concern,Supports
1240,120318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"December 3, 2020 Thursday",4,Acknowledges,Expresses climate concern,Supports
1241,120320CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"December 3, 2020 Thursday",11,Acknowledges,Expresses climate concern,Neutral
1241,120320CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"December 3, 2020 Thursday",4,Acknowledges,Expresses climate concern,Neutral
1242,120701cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 7, 2020 Monday",11,Neutral,Neutral,Does not mention
1242,120701cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 7, 2020 Monday",4,Neutral,Neutral,Does not mention
1243,120708CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"December 7, 2020 Monday",11,Neutral,Expresses climate concern,Does not mention
1243,120708CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"December 7, 2020 Monday",4,Neutral,Expresses climate concern,Does not mention
1244,120701cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 7, 2020 Monday",11,Neutral,Neutral,Neutral
1244,120701cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 7, 2020 Monday",4,Neutral,Neutral,Neutral
1245,120701cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"December 7, 2020 Monday",11,Neutral,Expresses climate concern,Does not mention
1245,120701cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"December 7, 2020 Monday",4,Neutral,Expresses climate concern,Does not mention
1246,120107CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"December 1, 2020 Tuesday",11,Neutral,Expresses climate concern,Neutral
1246,120107CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"December 1, 2020 Tuesday",4,Neutral,Expresses climate concern,Neutral
1248,120401cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 4, 2020 Friday",11,Neutral,Neutral,Does not mention
1248,120401cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"December 4, 2020 Friday",4,Neutral,Neutral,Does not mention
1249,120418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"December 4, 2020 Friday",11,Neutral,Expresses climate concern,Supports
1249,120418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"December 4, 2020 Friday",4,Acknowledges,Expresses climate concern,Supports
1250,120405cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 4, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
1250,120405cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 4, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
1251,120404cb.501,NBC News TODAY SHOW 7:00 AM EST,"December 4, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
1251,120404cb.501,NBC News TODAY SHOW 7:00 AM EST,"December 4, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
1252,120406cb.401,CBS News Transcripts CBS EVENING NEWS 6:30 PM EST,"December 4, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
1252,120406cb.401,CBS News Transcripts CBS EVENING NEWS 6:30 PM EST,"December 4, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
1253,120401cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"December 4, 2020 Friday",11,Acknowledges,Expresses climate concern,Does not mention
1253,120401cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"December 4, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
1254,120417CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"December 4, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
1254,120417CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"December 4, 2020 Friday",4,Neutral,Expresses climate concern,Does not mention
1255,120307cb.501,NBC News TODAY SHOW 7:00 AM EST,"December 3, 2020 Thursday",11,Neutral,Expresses climate concern,Does not mention
1255,120307cb.501,NBC News TODAY SHOW 7:00 AM EST,"December 3, 2020 Thursday",4,Neutral,Expresses climate concern,Does not mention
1256,120301cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"December 3, 2020 Thursday",11,Neutral,Neutral,Does not mention
1256,120301cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"December 3, 2020 Thursday",4,Neutral,Neutral,Does not mention
1257,120301CN.V68,CNN CNN Tonight 10:00 PM EST,"December 3, 2020 Thursday",11,Neutral,Neutral,Does not mention
1257,120301CN.V68,CNN CNN Tonight 10:00 PM EST,"December 3, 2020 Thursday",4,Neutral,Neutral,Does not mention
1258,120307CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"December 3, 2020 Thursday",11,Neutral,Neutral,Does not mention
1258,120307CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"December 3, 2020 Thursday",4,Neutral,Neutral,Does not mention
1259,120301cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 3, 2020 Thursday",11,Neutral,Neutral,Opposes
1259,120301cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"December 3, 2020 Thursday",4,Neutral,Neutral,Opposes
1260,120204cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 2, 2020 Wednesday",11,Acknowledges,Expresses climate concern,Neutral
1260,120204cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"December 2, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Does not mention
1261,120201cb.258,Fox News Network THE FIVE 5:00 PM EST,"December 2, 2020 Wednesday",11,Neutral,Neutral,Does not mention
1261,120201cb.258,Fox News Network THE FIVE 5:00 PM EST,"December 2, 2020 Wednesday",4,Neutral,Neutral,Does not mention
1262,120101cb.454,MSNBC MTP DAILY 1:00 PM EST,"December 1, 2020 Tuesday",11,Acknowledges,Neutral,Supports
1262,120101cb.454,MSNBC MTP DAILY 1:00 PM EST,"December 1, 2020 Tuesday",4,Acknowledges,Neutral,Supports
1263,120109CN.V11,CNN CNN NEWSROOM 1:00 PM EST,"December 1, 2020 Tuesday",11,Acknowledges,Neutral,Supports
1263,120109CN.V11,CNN CNN NEWSROOM 1:00 PM EST,"December 1, 2020 Tuesday",4,Acknowledges,Neutral,Supports
1264,120117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"December 1, 2020 Tuesday",11,Neutral,Neutral,Does not mention
1264,120117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"December 1, 2020 Tuesday",4,Neutral,Neutral,Does not mention
1266,120101cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 1, 2020 Tuesday",11,Neutral,Neutral,Does not mention
1266,120101cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"December 1, 2020 Tuesday",4,Neutral,Neutral,Does not mention
1267,120104cb.501,NBC News TODAY SHOW 7:00 AM EST,"December 1, 2020 Tuesday",11,Neutral,Neutral,Neutral
1267,120104cb.501,NBC News TODAY SHOW 7:00 AM EST,"December 1, 2020 Tuesday",4,Neutral,Neutral,Neutral
1268,012818CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"January 28, 2021 Thursday",11,Acknowledges,Expresses climate concern,Supports
1268,012818CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"January 28, 2021 Thursday",4,Acknowledges,Expresses climate concern,Supports
1269,013011CN.V11,CNN CNN NEWSROOM 8:00 PM EST,"January 30, 2021 Saturday",11,Acknowledges,Expresses climate concern,Supports
1269,013011CN.V11,CNN CNN NEWSROOM 8:00 PM EST,"January 30, 2021 Saturday",4,Acknowledges,Expresses climate concern,Supports
1270,012820CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"January 28, 2021 Thursday",11,Acknowledges,Expresses climate concern,Supports
1270,012820CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"January 28, 2021 Thursday",4,Acknowledges,Expresses climate concern,Supports
1271,012701cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses opposition to climate concern,Opposes
1271,012701cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses opposition to climate concern,Opposes
1272,012822CN.V11,CNN CNN NEWSROOM 4:30 AM EST,"January 28, 2021 Thursday",11,Acknowledges,Neutral,Neutral
1272,012822CN.V11,CNN CNN NEWSROOM 4:30 AM EST,"January 28, 2021 Thursday",4,Acknowledges,Neutral,Neutral
1273,012702CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1273,012702CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1274,012701CN.V68,CNN CNN Tonight 10:00 PM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1274,012701CN.V68,CNN CNN Tonight 10:00 PM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1275,012718CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1275,012718CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1276,,ABC News Transcript WORLD NEWS TONIGHT WITH DAVID MUIR 6:42 PM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses climate concern,Supports
1276,,ABC News Transcript WORLD NEWS TONIGHT WITH DAVID MUIR 6:42 PM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1277,012701CN.V40,CNN The Lead with Jake Tapper 4:00 PM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses climate concern,Neutral
1277,012701CN.V40,CNN The Lead with Jake Tapper 4:00 PM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Neutral
1278,012705cb.401,CBS News Transcripts CBS EVENING NEWS 6:30 PM EST,"January 27, 2021 Wednesday",11,Acknowledges,Expresses climate concern,Neutral
1278,012705cb.401,CBS News Transcripts CBS EVENING NEWS 6:30 PM EST,"January 27, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Neutral
