internal_id,annotator,policy,Paris Agreement,Green New Deal,Executive action,Emergency declaration,(De)regulation and laws,Renewable energy,Emission reduction,Oil and gas industry,Other climate policy
1177,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1177,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1178,18,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,1,1,1,0
1178,17,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,1,1,1,0
1179,18,"['Executive action', 'Emission reduction', 'Other climate policy']",0,0,1,0,0,0,1,0,1
1179,17,"['Executive action', 'Renewable energy', 'Emission reduction', 'Other climate policy']",0,0,1,0,0,1,1,0,1
1181,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1181,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1186,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1186,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Other climate policy']",1,0,1,0,0,1,1,0,1
1187,18,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
1187,17,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
1189,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1189,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1192,18,"['Paris Agreement', 'Green New Deal', 'Executive action', '(De)regulation and laws', 'Emission reduction', 'Oil and gas industry']",1,1,1,0,1,0,1,1,0
1192,17,"['Paris Agreement', 'Green New Deal', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,1,1,0,1,1,1,1,0
1195,19,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1195,17,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1196,19,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1196,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1199,19,"['Executive action', 'Renewable energy', 'Emission reduction']",0,0,1,0,0,1,1,0,0
1199,17,"['Executive action', 'Renewable energy', 'Emission reduction']",0,0,1,0,0,1,1,0,0
1200,19,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1200,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1211,19,"['Paris Agreement', 'Emergency declaration']",1,0,0,1,0,0,0,0,0
1211,17,"['Paris Agreement', 'Emergency declaration', 'Oil and gas industry']",1,0,0,1,0,0,0,1,0
1214,19,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1214,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1216,19,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1216,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1219,19,"['Executive action', 'Emission reduction', 'Other climate policy']",0,0,1,0,0,0,1,0,1
1219,17,"['Executive action', 'Emission reduction', 'Other climate policy']",0,0,1,0,0,0,1,0,1
1229,19,['Emission reduction'],0,0,0,0,0,0,1,0,0
1229,17,['Emission reduction'],0,0,0,0,0,0,1,0,0
1240,19,"['Paris Agreement', 'Green New Deal', 'Renewable energy', 'Emission reduction']",1,1,0,0,0,1,1,0,0
1240,17,"['Paris Agreement', 'Green New Deal', 'Renewable energy', 'Emission reduction']",1,1,0,0,0,1,1,0,0
1241,19,"['Paris Agreement', 'Emission reduction']",1,0,0,0,0,0,1,0,0
1241,17,"['Paris Agreement', 'Emission reduction']",1,0,0,0,0,0,1,0,0
1244,19,[],0,0,0,0,0,0,0,0,0
1244,17,[],0,0,0,0,0,0,0,0,0
1246,19,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1246,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1249,19,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1249,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1259,16,['Green New Deal'],0,1,0,0,0,0,0,0,0
1259,17,['Green New Deal'],0,1,0,0,0,0,0,0,0
1260,16,['Paris Agreement'],1,0,0,0,0,0,0,0,0
1260,17,['Paris Agreement'],1,0,0,0,0,0,0,0,0
1262,16,"['Executive action', 'Renewable energy', 'Other climate policy']",0,0,1,0,0,1,0,0,1
1262,17,"['Executive action', 'Renewable energy', 'Other climate policy']",0,0,1,0,0,1,0,0,1
1263,16,"['Executive action', 'Other climate policy']",0,0,1,0,0,0,0,0,1
1263,17,"['Executive action', 'Other climate policy']",0,0,1,0,0,0,0,0,1
1267,16,['Paris Agreement'],1,0,0,0,0,0,0,0,0
1267,17,['Paris Agreement'],1,0,0,0,0,0,0,0,0
1268,18,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
1268,17,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
1269,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1269,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1270,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1270,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1271,18,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,1,1,1,1,1
1271,17,"['Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,1,1,1,1,1
1272,18,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1272,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1273,18,"['Green New Deal', 'Executive action', 'Oil and gas industry']",0,1,1,0,0,0,0,1,0
1273,17,"['Green New Deal', 'Executive action', 'Oil and gas industry']",0,1,1,0,0,0,0,1,0
1274,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction']",1,0,1,0,0,1,1,0,0
1274,17,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
1275,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1275,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1276,18,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
1276,17,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
1277,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1277,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1278,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,1,0,1,1,1
1278,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,0,1,1,0
1279,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1279,17,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1280,18,"['Executive action', 'Renewable energy', 'Emission reduction']",0,0,1,0,0,1,1,0,0
1280,17,"['Executive action', 'Renewable energy', 'Emission reduction']",0,0,1,0,0,1,1,0,0
1281,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1281,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Oil and gas industry']",1,0,1,0,1,0,0,1,0
1282,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
1282,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
1284,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
1284,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
1286,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1286,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1287,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
1287,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,1,1,1,1,0
1288,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Other climate policy']",1,0,1,0,0,1,1,0,1
1288,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction']",1,0,1,0,0,1,1,0,0
1289,18,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,1,1,1
1289,17,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
1290,18,"['Paris Agreement', 'Green New Deal', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,1,1,0,1,1,1,1,1
1290,17,"['Paris Agreement', 'Green New Deal', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,1,1,0,1,1,1,1,1
1292,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1292,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1293,18,"['Paris Agreement', 'Executive action', 'Emergency declaration', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,1,1,1,1,1,0
1293,17,"['Paris Agreement', 'Executive action', 'Emergency declaration', '(De)regulation and laws', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,1,1,1,1,1,0
1294,18,"['Green New Deal', 'Executive action', 'Oil and gas industry', 'Other climate policy']",0,1,1,0,0,0,0,1,1
1294,17,"['Green New Deal', 'Executive action', 'Oil and gas industry', 'Other climate policy']",0,1,1,0,0,0,0,1,1
1296,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1296,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1299,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,0,1,1
1299,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,0,1,1
1301,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1301,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1303,18,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Other climate policy']",0,1,1,0,0,1,1,0,1
1303,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Renewable energy', 'Other climate policy']",1,1,1,0,0,1,0,0,1
1304,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1304,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1305,18,"['Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,0,1,0,0,1,1,1,0
1305,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1306,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,1,1,1
1306,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1307,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1307,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1308,18,['Executive action'],0,0,1,0,0,0,0,0,0
1308,17,['Executive action'],0,0,1,0,0,0,0,0,0
1309,18,"['Executive action', 'Renewable energy', 'Emission reduction']",0,0,1,0,0,1,1,0,0
1309,17,"['Executive action', 'Renewable energy', 'Emission reduction']",0,0,1,0,0,1,1,0,0
1310,18,['Executive action'],0,0,1,0,0,0,0,0,0
1310,17,['Executive action'],0,0,1,0,0,0,0,0,0
1311,18,"['Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,1,1,0,0,1,0,1,1
1311,17,"['Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",0,1,1,0,0,1,0,1,0
1316,18,"['Green New Deal', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",0,1,1,0,0,1,1,1,0
1316,17,"['Green New Deal', 'Executive action', 'Renewable energy', 'Oil and gas industry']",0,1,1,0,0,1,0,1,0
1317,18,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
1317,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1318,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1318,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1319,18,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
1319,17,"['Executive action', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,0,0,1,1
1320,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1320,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1323,18,['Renewable energy'],0,0,0,0,0,1,0,0,0
1323,17,"['Renewable energy', 'Other climate policy']",0,0,0,0,0,1,0,0,1
1326,18,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
1326,17,"['Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",0,0,1,0,0,1,0,1,1
1327,18,"['Green New Deal', 'Executive action', 'Emergency declaration']",0,1,1,1,0,0,0,0,0
1327,17,"['Green New Deal', 'Executive action', 'Emergency declaration']",0,1,1,1,0,0,0,0,0
1328,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,0,1,0,1,0
1328,17,"['Paris Agreement', 'Executive action', 'Renewable energy']",1,0,1,0,0,1,0,0,0
1330,18,"['Executive action', 'Emergency declaration', 'Renewable energy', 'Oil and gas industry']",0,0,1,1,0,1,0,1,0
1330,17,"['Paris Agreement', 'Executive action', 'Emergency declaration', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,1,0,1,1,1,0
1332,18,['Executive action'],0,0,1,0,0,0,0,0,0
1332,17,['Executive action'],0,0,1,0,0,0,0,0,0
1333,18,"['Paris Agreement', 'Executive action', 'Emergency declaration', 'Renewable energy', 'Oil and gas industry']",1,0,1,1,0,1,0,1,0
1333,17,"['Paris Agreement', 'Executive action', 'Emergency declaration', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,1,0,1,1,1,0
1334,16,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1334,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1335,16,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1335,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1336,16,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1336,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1337,16,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1337,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1341,16,"['Executive action', 'Emission reduction']",0,0,1,0,0,0,1,0,0
1341,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1342,16,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1342,17,"['Executive action', 'Renewable energy', 'Oil and gas industry']",0,0,1,0,0,1,0,1,0
1345,16,"['Paris Agreement', 'Executive action', 'Emergency declaration', 'Other climate policy']",1,0,1,1,0,0,0,0,1
1345,17,"['Executive action', 'Emergency declaration', 'Other climate policy']",0,0,1,1,0,0,0,0,1
1348,16,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1348,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1350,16,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1350,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1351,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1351,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1352,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,0,1,0,1,0
1352,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,0,1,0,1,0
1353,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,0,1,1
1353,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,0,1,1
1354,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1354,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1358,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1358,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1359,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,0,1,0,1,0
1359,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,0,1,0,1,0
1361,18,['Oil and gas industry'],0,0,0,0,0,0,0,1,0
1361,17,['Oil and gas industry'],0,0,0,0,0,0,0,1,0
1362,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1362,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,0,1,0,1,0
1364,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1364,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1365,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,0,1,1,1
1365,17,"['Paris Agreement', 'Executive action', 'Other climate policy']",1,0,1,0,0,0,0,0,1
1366,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1366,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1367,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1367,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1368,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1368,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1369,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1369,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1371,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1371,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1372,18,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1372,17,"['Paris Agreement', 'Green New Deal', 'Executive action', 'Oil and gas industry']",1,1,1,0,0,0,0,1,0
1373,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1373,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1374,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,0,1,1
1374,17,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Oil and gas industry', 'Other climate policy']",1,0,1,0,0,1,0,1,1
1375,18,[],0,0,0,0,0,0,0,0,0
1375,17,[],0,0,0,0,0,0,0,0,0
1376,18,"['Paris Agreement', 'Executive action', 'Renewable energy', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,1,1,1,0
1376,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1381,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1381,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1386,16,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1386,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1387,16,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1387,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1388,16,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1388,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1389,16,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1389,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1390,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1390,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1391,18,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1391,17,"['Paris Agreement', 'Executive action', 'Emission reduction']",1,0,1,0,0,0,1,0,0
1395,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1395,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1396,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1396,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1401,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1401,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1403,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1403,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1404,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1404,17,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1405,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1405,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1406,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1406,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1409,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1409,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1410,18,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1410,17,"['Executive action', 'Oil and gas industry']",0,0,1,0,0,0,0,1,0
1411,18,['Renewable energy'],0,0,0,0,0,1,0,0,0
1411,17,"['Executive action', 'Renewable energy']",0,0,1,0,0,1,0,0,0
1414,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,1,1,0,1,0
1414,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Renewable energy', 'Oil and gas industry']",1,0,1,0,1,1,0,1,0
1415,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1415,17,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1416,18,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1416,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1417,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Oil and gas industry']",1,0,1,0,1,0,0,1,0
1417,17,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Oil and gas industry']",1,0,1,0,1,0,0,1,0
1418,18,"['Paris Agreement', 'Executive action']",1,0,1,0,0,0,0,0,0
1418,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1419,18,"['Paris Agreement', 'Executive action', 'Emission reduction', 'Oil and gas industry']",1,0,1,0,0,0,1,1,0
1419,17,"['Paris Agreement', 'Executive action', 'Oil and gas industry']",1,0,1,0,0,0,0,1,0
1420,18,"['Paris Agreement', 'Executive action', '(De)regulation and laws', 'Oil and gas industry']",1,0,1,0,1,0,0,1,0
