,internal_id,media_outlet,climate_change,attitude,policy
1958,1102,Fox,Acknowledges,Expresses climate concern,Supports
1959,1103,ABC,Neutral,Neutral,Neutral
1960,1103,ABC,Neutral,Neutral,Neutral
1961,1104,MSNBC,Neutral,Neutral,Supports
1962,1104,MSNBC,Neutral,Expresses climate concern,Supports
1963,1106,CNN,Neutral,Neutral,Does not mention
1964,1106,CNN,Neutral,Expresses climate concern,Supports
1965,1107,CNN,Neutral,Neutral,Does not mention
1966,1107,CNN,Neutral,Expresses climate concern,Does not mention
1967,1108,CNN,Acknowledges,Expresses climate concern,Supports
1968,1108,CNN,Acknowledges,Expresses climate concern,Supports
1969,1109,NBC,Acknowledges,Expresses climate concern,Supports
1970,1109,NBC,Neutral,Expresses climate concern,Supports
1971,1110,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1972,1110,MSNBC,Acknowledges,Expresses climate concern,Does not mention
1973,1111,CNN,Acknowledges,Expresses climate concern,Does not mention
1974,1111,CNN,Acknowledges,Expresses climate concern,Does not mention
1975,1112,CNN,Neutral,Expresses climate concern,Does not mention
1976,1112,CNN,Acknowledges,Expresses climate concern,Does not mention
1977,1113,Fox,Neutral,Expresses climate concern,Neutral
1978,1113,Fox,Neutral,Expresses climate concern,Neutral
1979,1114,CBS,Neutral,Neutral,Neutral
1980,1114,CBS,Neutral,Neutral,Neutral
1981,1115,CNN,Neutral,Neutral,Neutral
1982,1115,CNN,Neutral,Neutral,Neutral
1983,1116,CNN,Acknowledges,Neutral,Does not mention
1984,1116,CNN,Acknowledges,Neutral,Does not mention
1985,1117,CBS,Neutral,Neutral,Does not mention
1986,1117,CBS,Neutral,Neutral,Does not mention
1987,1118,CNN,Acknowledges,Expresses climate concern,Does not mention
1988,1118,CNN,Neutral,Expresses climate concern,Does not mention
1989,1119,Fox,Neutral,Neutral,Neutral
1990,1119,Fox,Neutral,Neutral,Neutral
1991,1121,Fox,Neutral,Neutral,Does not mention
1992,1121,Fox,Neutral,Neutral,Does not mention
1993,1122,MSNBC,Neutral,Expresses climate concern,Does not mention
1994,1122,MSNBC,Neutral,Expresses climate concern,Does not mention
1995,1124,MSNBC,Neutral,Neutral,Does not mention
1996,1124,MSNBC,Neutral,Neutral,Does not mention
1997,1125,PBS,Acknowledges,Neutral,Neutral
1998,1125,PBS,Neutral,Neutral,Neutral
1999,1126,ABC,Neutral,Neutral,Neutral
2000,1126,ABC,Neutral,Neutral,Neutral
2001,1127,CNN,Neutral,Neutral,Does not mention
2002,1127,CNN,Neutral,Neutral,Does not mention
2003,1128,PBS,Neutral,Neutral,Does not mention
2004,1128,PBS,Neutral,Neutral,Does not mention
2005,1129,Fox,Neutral,Neutral,Does not mention
2006,1129,Fox,Neutral,Neutral,Does not mention
2007,1130,CNN,Neutral,Neutral,Neutral
2008,1130,CNN,Neutral,Neutral,Neutral
2009,1131,MSNBC,Neutral,Expresses climate concern,Supports
2010,1131,MSNBC,Neutral,Neutral,Supports
2011,1132,CNN,Neutral,Expresses climate concern,Supports
2012,1132,CNN,Neutral,Neutral,Supports
2013,1133,Fox,Neutral,Neutral,Neutral
2014,1133,Fox,Neutral,Neutral,Neutral
2015,1134,MSNBC,Neutral,Expresses climate concern,Does not mention
2016,1134,MSNBC,Neutral,Expresses climate concern,Does not mention
2017,1135,CBS,Neutral,Neutral,Neutral
2018,1135,CBS,Neutral,Neutral,Neutral
2019,1136,CNN,Neutral,Expresses climate concern,Neutral
2020,1136,CNN,Neutral,Expresses climate concern,Neutral
2021,1137,MSNBC,Neutral,Expresses climate concern,Does not mention
2022,1137,MSNBC,Neutral,Neutral,Does not mention
2023,1138,ABC,Acknowledges,Expresses climate concern,Does not mention
2024,1138,ABC,Acknowledges,Expresses climate concern,Does not mention
2025,1139,Fox,Neutral,Expresses opposition to climate concern,Does not mention
2026,1139,Fox,Neutral,Expresses opposition to climate concern,Does not mention
2027,1140,NBC,Neutral,Neutral,Neutral
2028,1140,NBC,Neutral,Neutral,Opposes
2029,1141,PBS,Neutral,Neutral,Does not mention
2030,1141,PBS,Neutral,Neutral,Does not mention
2031,1142,ABC,Acknowledges,Expresses climate concern,Does not mention
2032,1142,ABC,Acknowledges,Expresses climate concern,Does not mention
2033,1143,MSNBC,Neutral,Neutral,Does not mention
2034,1143,MSNBC,Neutral,Neutral,Does not mention
2035,1144,CNN,Neutral,Expresses climate concern,Does not mention
2036,1144,CNN,Neutral,Expresses climate concern,Does not mention
2037,1145,Fox,Acknowledges,Neutral,Opposes
2038,1145,Fox,Acknowledges,Neutral,Opposes
2039,1146,CNN,Acknowledges,Expresses climate concern,Does not mention
2040,1146,CNN,Acknowledges,Expresses climate concern,Does not mention
2041,1147,Fox,Neutral,Neutral,Does not mention
2042,1147,Fox,Neutral,Neutral,Does not mention
2043,1148,ABC,Neutral,Neutral,Does not mention
2044,1148,ABC,Neutral,Neutral,Does not mention
2045,1149,Fox,Neutral,Neutral,Does not mention
2046,1149,Fox,Neutral,Neutral,Does not mention
2047,1150,CNN,Acknowledges,Expresses climate concern,Does not mention
2048,1150,CNN,Acknowledges,Expresses climate concern,Does not mention
2049,1151,CNN,Neutral,Neutral,Does not mention
2050,1151,CNN,Neutral,Neutral,Does not mention
2051,1152,CNN,Neutral,Neutral,Does not mention
2052,1152,CNN,Neutral,Neutral,Does not mention
2053,1153,Fox,Denies,Expresses opposition to climate concern,Opposes
2054,1153,Fox,Denies,Expresses opposition to climate concern,Opposes
2055,1154,Fox,Neutral,Neutral,Does not mention
2056,1154,Fox,Neutral,Neutral,Does not mention
2057,1155,CNN,Neutral,Neutral,Does not mention
2058,1155,CNN,Neutral,Neutral,Does not mention
2059,1156,CNN,Acknowledges,Expresses climate concern,Does not mention
2060,1156,CNN,Acknowledges,Expresses climate concern,Does not mention
2061,1157,Fox,Neutral,Neutral,Does not mention
2062,1157,Fox,Neutral,Neutral,Does not mention
2063,1158,CBS,Neutral,Neutral,Does not mention
2064,1158,CBS,Neutral,Neutral,Does not mention
2065,1159,CNN,Neutral,Expresses climate concern,Does not mention
2066,1159,CNN,Neutral,Expresses climate concern,Does not mention
2067,1160,CBS,Neutral,Neutral,Does not mention
2068,1160,CBS,Neutral,Neutral,Does not mention
2069,1161,CNN,Neutral,Neutral,Does not mention
2070,1161,CNN,Neutral,Neutral,Does not mention
2071,1162,ABC,Neutral,Neutral,Does not mention
2072,1162,ABC,Neutral,Neutral,Does not mention
2073,1164,MSNBC,Acknowledges,Neutral,Does not mention
2074,1164,MSNBC,Acknowledges,Neutral,Does not mention
2075,1165,Fox,Neutral,Neutral,Does not mention
2076,1165,Fox,Neutral,Neutral,Does not mention
2077,1166,CNN,Acknowledges,Expresses climate concern,Supports
2078,1166,CNN,Acknowledges,Expresses climate concern,Supports
2079,1167,CNN,Acknowledges,Neutral,Does not mention
2080,1167,CNN,Acknowledges,Neutral,Does not mention
2081,1168,PBS,Acknowledges,Neutral,Neutral
2082,1168,PBS,Neutral,Neutral,Neutral
2083,1169,CNN,Acknowledges,Expresses climate concern,Supports
2084,1169,CNN,Acknowledges,Expresses climate concern,Supports
2085,1170,ABC,Acknowledges,Expresses climate concern,Supports
2086,1170,ABC,Acknowledges,Expresses climate concern,Supports
2087,1171,CNN,Neutral,Expresses climate concern,Does not mention
2088,1171,CNN,Acknowledges,Expresses climate concern,Does not mention
2089,1172,Fox,Neutral,Neutral,Does not mention
2090,1172,Fox,Neutral,Neutral,Does not mention
2091,1173,Fox,Neutral,Expresses opposition to climate concern,Does not mention
2092,1173,Fox,Neutral,Neutral,Does not mention
2093,1174,MSNBC,Neutral,Neutral,Does not mention
2094,1174,MSNBC,Neutral,Neutral,Does not mention
2095,1175,Fox,Neutral,Neutral,Does not mention
2096,1175,Fox,Neutral,Neutral,Does not mention
2097,1176,CNN,Acknowledges,Expresses climate concern,Does not mention
2098,1176,CNN,Neutral,Neutral,Does not mention
2099,1177,CNN,Acknowledges,Expresses climate concern,Supports
2100,1177,CNN,Acknowledges,Expresses climate concern,Supports
2101,1178,PBS,Acknowledges,Expresses climate concern,Debate
2102,1178,PBS,Acknowledges,Neutral,Neutral
2103,1179,CNN,Acknowledges,Expresses climate concern,Supports
2104,1179,CNN,Acknowledges,Expresses climate concern,Does not mention
2105,1180,Fox,Neutral,Expresses opposition to climate concern,Does not mention
2106,1180,Fox,Neutral,Neutral,Does not mention
2107,1181,CNN,Acknowledges,Neutral,Neutral
2108,1181,CNN,Acknowledges,Neutral,Neutral
2109,1182,CNN,Acknowledges,Neutral,Does not mention
2110,1182,CNN,Acknowledges,Neutral,Does not mention
2111,1183,CNN,Acknowledges,Expresses climate concern,Does not mention
2112,1183,CNN,Acknowledges,Expresses climate concern,Does not mention
2113,1185,CBS,Neutral,Neutral,Does not mention
2114,1185,CBS,Neutral,Neutral,Does not mention
2115,1186,CNN,Acknowledges,Expresses climate concern,Supports
2116,1186,CNN,Acknowledges,Expresses climate concern,Supports
2117,1187,CNN,Acknowledges,Expresses climate concern,Supports
2118,1187,CNN,Acknowledges,Expresses climate concern,Supports
2119,1188,CNN,Neutral,Neutral,Does not mention
2120,1188,CNN,Neutral,Neutral,Does not mention
2121,1189,Fox,Neutral,Neutral,Neutral
2122,1189,Fox,Neutral,Neutral,Does not mention
2123,1190,CNN,Neutral,Neutral,Does not mention
2124,1190,CNN,Neutral,Neutral,Does not mention
2125,1191,CNN,Neutral,Neutral,Does not mention
2126,1191,CNN,Neutral,Neutral,Does not mention
2127,1192,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2128,1192,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2129,1194,CNN,Neutral,Expresses climate concern,Does not mention
2130,1194,CNN,Neutral,Expresses climate concern,Does not mention
2131,1195,CBS,Acknowledges,Expresses opposition to climate concern,Opposes
2132,1195,CBS,Acknowledges,Expresses climate concern,Supports
2133,1196,Fox,Acknowledges,Neutral,Opposes
2134,1196,Fox,Acknowledges,Neutral,Opposes
2135,1197,CNN,Neutral,Neutral,Does not mention
2136,1197,CNN,Neutral,Neutral,Does not mention
2137,1198,CNN,Neutral,Expresses climate concern,Does not mention
2138,1198,CNN,Neutral,Expresses climate concern,Does not mention
2139,1199,CNN,Acknowledges,Expresses climate concern,Supports
2140,1199,CNN,Acknowledges,Expresses climate concern,Supports
2141,1200,Fox,Acknowledges,Expresses climate concern,Supports
2142,1200,Fox,Acknowledges,Expresses climate concern,Neutral
2143,1201,CNN,Acknowledges,Expresses climate concern,Does not mention
2144,1201,CNN,Acknowledges,Expresses climate concern,Does not mention
2145,1202,Fox,Neutral,Neutral,Does not mention
2146,1202,Fox,Neutral,Neutral,Does not mention
2147,1203,Fox,Acknowledges,Neutral,Does not mention
2148,1203,Fox,Neutral,Neutral,Does not mention
2149,1204,CNN,Acknowledges,Expresses climate concern,Does not mention
2150,1204,CNN,Acknowledges,Expresses climate concern,Does not mention
2151,1205,Fox,Neutral,Neutral,Does not mention
2152,1205,Fox,Neutral,Neutral,Does not mention
2153,1206,Fox,Neutral,Neutral,Does not mention
2154,1206,Fox,Neutral,Neutral,Does not mention
2155,1208,MSNBC,Neutral,Neutral,Does not mention
2156,1208,MSNBC,Neutral,Neutral,Does not mention
2157,1209,MSNBC,Neutral,Expresses climate concern,Does not mention
2158,1209,MSNBC,Neutral,Expresses climate concern,Does not mention
2159,1210,CNN,Neutral,Neutral,Does not mention
2160,1210,CNN,Neutral,Neutral,Does not mention
2161,1211,CNN,Acknowledges,Expresses climate concern,Supports
2162,1211,CNN,Acknowledges,Expresses climate concern,Supports
2163,1212,CNN,Neutral,Neutral,Does not mention
2164,1212,CNN,Neutral,Neutral,Does not mention
2165,1213,MSNBC,Neutral,Neutral,Does not mention
2166,1213,MSNBC,Neutral,Neutral,Does not mention
2167,1214,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2168,1214,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2169,1215,Fox,Neutral,Neutral,Does not mention
2170,1215,Fox,Neutral,Neutral,Does not mention
2171,1216,MSNBC,Acknowledges,Expresses climate concern,Supports
2172,1216,MSNBC,Acknowledges,Expresses climate concern,Supports
2173,1217,MSNBC,Neutral,Neutral,Does not mention
2174,1217,MSNBC,Neutral,Neutral,Does not mention
2175,1218,ABC,Acknowledges,Neutral,Does not mention
2176,1218,ABC,Neutral,Neutral,Does not mention
2177,1219,CNN,Acknowledges,Expresses climate concern,Supports
2178,1219,CNN,,Expresses climate concern,Does not mention
2179,1220,CBS,Neutral,Expresses climate concern,Does not mention
2180,1220,CBS,Neutral,Expresses climate concern,Does not mention
2181,1222,CNN,Neutral,Expresses climate concern,Does not mention
2182,1222,CNN,Neutral,Expresses climate concern,Does not mention
2183,1223,CBS,Acknowledges,Neutral,Does not mention
2184,1223,CBS,Acknowledges,Neutral,Does not mention
2185,1224,CNN,Neutral,Neutral,Does not mention
2186,1224,CNN,Neutral,Neutral,Does not mention
2187,1225,MSNBC,Neutral,Expresses climate concern,Does not mention
2188,1225,MSNBC,Neutral,Expresses climate concern,Does not mention
2189,1227,ABC,Neutral,Neutral,Does not mention
2190,1227,ABC,Neutral,Neutral,Does not mention
2191,1228,CBS,Neutral,Expresses climate concern,Does not mention
2192,1228,CBS,Neutral,Expresses climate concern,Does not mention
2193,1229,PBS,Acknowledges,Expresses climate concern,Supports
2194,1229,PBS,Acknowledges,Expresses climate concern,Supports
2195,1230,CNN,Neutral,Neutral,Does not mention
2196,1230,CNN,Neutral,Neutral,Does not mention
2197,1231,CNN,Neutral,Expresses climate concern,Does not mention
2198,1231,CNN,Neutral,Expresses climate concern,Does not mention
2199,1233,CNN,Neutral,Neutral,Does not mention
2200,1233,CNN,Neutral,Neutral,Does not mention
2201,1234,CNN,Neutral,Expresses climate concern,Does not mention
2202,1234,CNN,Neutral,Expresses climate concern,Does not mention
2203,1235,PBS,Acknowledges,Expresses climate concern,Does not mention
2204,1235,PBS,Acknowledges,Expresses climate concern,Does not mention
2205,1236,MSNBC,Neutral,Neutral,Does not mention
2206,1236,MSNBC,Neutral,Neutral,Does not mention
2207,1237,MSNBC,Neutral,Neutral,Does not mention
2208,1237,MSNBC,Neutral,Neutral,Does not mention
2209,1238,MSNBC,Neutral,Neutral,Does not mention
2210,1238,MSNBC,Neutral,Neutral,Does not mention
2211,1240,CNN,Acknowledges,Expresses climate concern,Supports
2212,1240,CNN,Acknowledges,Expresses climate concern,Supports
2213,1241,CNN,Acknowledges,Expresses climate concern,Neutral
2214,1241,CNN,Neutral,Expresses climate concern,Neutral
2215,1242,Fox,Neutral,Neutral,Does not mention
2216,1242,Fox,Neutral,Neutral,Does not mention
2217,1243,CNN,Neutral,Neutral,Does not mention
2218,1243,CNN,Neutral,Expresses climate concern,Does not mention
2219,1244,PBS,Neutral,Neutral,Neutral
2220,1244,PBS,Neutral,Neutral,Neutral
2221,1245,MSNBC,Neutral,Expresses climate concern,Does not mention
2222,1245,MSNBC,Neutral,Expresses climate concern,Does not mention
2223,1246,CNN,Neutral,Expresses climate concern,Neutral
2224,1246,CNN,Neutral,Expresses climate concern,Neutral
2225,1248,MSNBC,Neutral,Neutral,Does not mention
2226,1248,MSNBC,Neutral,Neutral,Does not mention
2227,1249,CNN,Neutral,Expresses climate concern,Supports
2228,1249,CNN,Acknowledges,Expresses climate concern,Supports
2229,1250,CBS,Neutral,Expresses climate concern,Does not mention
2230,1250,CBS,Acknowledges,Expresses climate concern,Does not mention
2231,1251,NBC,Neutral,Expresses climate concern,Does not mention
2232,1251,NBC,Acknowledges,Expresses climate concern,Does not mention
2233,1252,CBS,Neutral,Expresses climate concern,Does not mention
2234,1252,CBS,Acknowledges,Expresses climate concern,Does not mention
2235,1253,MSNBC,Acknowledges,Expresses climate concern,Does not mention
2236,1253,MSNBC,Acknowledges,Expresses climate concern,Does not mention
2237,1254,CNN,Neutral,Neutral,Does not mention
2238,1254,CNN,Neutral,Expresses climate concern,Does not mention
2239,1255,NBC,Neutral,Expresses climate concern,Does not mention
2240,1255,NBC,Neutral,Expresses climate concern,Does not mention
2241,1256,MSNBC,Neutral,Neutral,Does not mention
2242,1256,MSNBC,Neutral,Neutral,Does not mention
2243,1257,CNN,Neutral,Neutral,Does not mention
2244,1257,CNN,Neutral,Neutral,Does not mention
2245,1258,CNN,Neutral,Neutral,Does not mention
2246,1258,CNN,Neutral,Neutral,Does not mention
2247,1259,Fox,Neutral,Neutral,Opposes
2248,1259,Fox,Neutral,Neutral,Opposes
2249,1260,CBS,Acknowledges,Expresses climate concern,Neutral
2250,1260,CBS,Acknowledges,Expresses climate concern,Does not mention
2251,1261,Fox,Neutral,Neutral,Does not mention
2252,1261,Fox,Neutral,Neutral,Does not mention
2253,1262,MSNBC,Acknowledges,Neutral,Supports
2254,1262,MSNBC,Acknowledges,Neutral,Supports
2255,1263,CNN,Acknowledges,Neutral,Supports
2256,1263,CNN,Acknowledges,Neutral,Supports
2257,1264,CNN,Neutral,Neutral,Does not mention
2258,1264,CNN,Neutral,Neutral,Does not mention
2259,1266,PBS,Neutral,Neutral,Does not mention
2260,1266,PBS,Neutral,Neutral,Does not mention
2261,1267,NBC,Neutral,Neutral,Neutral
2262,1267,NBC,Neutral,Neutral,Neutral
2263,1268,CNN,Acknowledges,Expresses climate concern,Supports
2264,1268,CNN,Acknowledges,Expresses climate concern,Supports
2265,1269,CNN,Acknowledges,Expresses climate concern,Supports
2266,1269,CNN,Acknowledges,Expresses climate concern,Supports
2267,1270,CNN,Acknowledges,Expresses climate concern,Supports
2268,1270,CNN,Acknowledges,Expresses climate concern,Supports
2269,1271,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2270,1271,Fox,Denies,Expresses opposition to climate concern,Opposes
2271,1272,CNN,Acknowledges,Neutral,Neutral
2272,1272,CNN,Neutral,Expresses climate concern,Supports
2273,1273,CNN,Acknowledges,Expresses climate concern,Supports
2274,1273,CNN,Acknowledges,Expresses climate concern,Supports
2275,1274,CNN,Acknowledges,Expresses climate concern,Supports
2276,1274,CNN,Acknowledges,Expresses climate concern,Supports
2277,1275,CNN,Acknowledges,Expresses climate concern,Supports
2278,1275,CNN,Acknowledges,Expresses climate concern,Supports
2279,1276,ABC,Acknowledges,Expresses climate concern,Supports
2280,1276,ABC,Acknowledges,Expresses climate concern,Supports
2281,1277,CNN,Acknowledges,Expresses climate concern,Neutral
2282,1277,CNN,Acknowledges,Expresses climate concern,Neutral
2283,1278,CBS,Acknowledges,Expresses climate concern,Neutral
2284,1278,CBS,Neutral,Expresses climate concern,Neutral
2285,1279,CNN,Acknowledges,Expresses climate concern,Neutral
2286,1279,CNN,Acknowledges,Expresses climate concern,Neutral
2287,1280,ABC,Acknowledges,Expresses climate concern,Does not mention
2288,1280,ABC,Acknowledges,Expresses climate concern,Neutral
2289,1281,CNN,Acknowledges,Expresses climate concern,Supports
2290,1281,CNN,Acknowledges,Expresses climate concern,Supports
2291,1282,CNN,Acknowledges,Expresses climate concern,Supports
2292,1282,CNN,Acknowledges,Expresses climate concern,Supports
2293,1283,CBS,Neutral,Expresses climate concern,Does not mention
2294,1283,CBS,Neutral,Expresses climate concern,Does not mention
2295,1284,CNN,Acknowledges,Expresses climate concern,Supports
2296,1284,CNN,Acknowledges,Expresses climate concern,Supports
2297,1286,PBS,Acknowledges,Expresses climate concern,Supports
2298,1286,PBS,Acknowledges,Expresses climate concern,Supports
2299,1287,CBS,Acknowledges,Neutral,Neutral
2300,1287,CBS,Acknowledges,Neutral,Neutral
2301,1288,CNN,Acknowledges,Expresses climate concern,Supports
2302,1288,CNN,Acknowledges,Expresses climate concern,Supports
2303,1289,Fox,Acknowledges,Expresses climate concern,Opposes
2304,1289,Fox,Acknowledges,Neutral,Debate
2305,1290,CNN,Acknowledges,Expresses climate concern,Supports
2306,1290,CNN,Acknowledges,Expresses climate concern,Supports
2307,1292,CNN,Acknowledges,Expresses climate concern,Supports
2308,1292,CNN,Acknowledges,Expresses climate concern,Supports
2309,1293,Fox,Acknowledges,Neutral,Opposes
2310,1293,Fox,Neutral,Neutral,Opposes
2311,1294,Fox,Neutral,Neutral,Opposes
2312,1294,Fox,Neutral,Neutral,Opposes
2313,1296,Fox,,Neutral,Neutral
2314,1296,Fox,Acknowledges,Neutral,Neutral
2315,1298,CNN,Neutral,Neutral,Does not mention
2316,1298,CNN,Neutral,Neutral,Does not mention
2317,1299,CNN,Acknowledges,Expresses climate concern,Supports
2318,1299,CNN,Acknowledges,Neutral,Debate
2319,1300,CBS,Neutral,Neutral,Does not mention
2320,1300,CBS,Neutral,Neutral,Does not mention
2321,1300,CBS,Neutral,Neutral,Does not mention
2322,1301,CNN,Acknowledges,Expresses climate concern,Supports
2323,1301,CNN,Acknowledges,Expresses climate concern,Supports
2324,1302,CNN,Acknowledges,Expresses climate concern,Does not mention
2325,1302,CNN,Acknowledges,Expresses climate concern,Does not mention
2326,1303,Fox,Neutral,Neutral,Opposes
2327,1303,Fox,Neutral,Neutral,Opposes
2328,1304,CNN,Neutral,Neutral,Neutral
2329,1304,CNN,Neutral,Neutral,Neutral
2330,1305,Fox,Acknowledges,Neutral,Opposes
2331,1305,Fox,Acknowledges,Neutral,Opposes
2332,1306,CNN,Acknowledges,Expresses climate concern,Supports
2333,1306,CNN,Acknowledges,Expresses climate concern,Supports
2334,1307,CNN,Acknowledges,Expresses climate concern,Supports
2335,1307,CNN,Acknowledges,Expresses climate concern,Supports
2336,1308,CNN,Acknowledges,Expresses climate concern,Neutral
2337,1308,CNN,Acknowledges,Expresses climate concern,Neutral
2338,1309,CNN,Acknowledges,Expresses climate concern,Supports
2339,1309,CNN,Acknowledges,Expresses climate concern,Supports
2340,1310,MSNBC,Neutral,Neutral,Neutral
2341,1310,MSNBC,Neutral,Neutral,Neutral
2342,1311,MSNBC,Acknowledges,Expresses climate concern,Supports
2343,1311,MSNBC,Acknowledges,Expresses climate concern,Supports
2344,1313,CNN,Neutral,Expresses climate concern,Does not mention
2345,1313,CNN,Neutral,Expresses climate concern,Does not mention
2346,1314,MSNBC,Neutral,Expresses climate concern,Does not mention
2347,1314,MSNBC,Neutral,Expresses climate concern,Does not mention
2348,1316,Fox,Neutral,Neutral,Opposes
2349,1316,Fox,Neutral,Neutral,Opposes
2350,1317,MSNBC,Neutral,Neutral,Neutral
2351,1317,MSNBC,Neutral,Neutral,Neutral
2352,1318,CNN,Acknowledges,Expresses climate concern,Supports
2353,1318,CNN,Acknowledges,Expresses climate concern,Supports
2354,1319,CNN,Acknowledges,Expresses climate concern,Supports
2355,1319,CNN,Acknowledges,Expresses climate concern,Supports
2356,1320,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2357,1320,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2358,1322,CNN,Neutral,Neutral,Does not mention
2359,1322,CNN,Acknowledges,Neutral,Does not mention
2360,1323,CNN,Acknowledges,Expresses climate concern,Supports
2361,1323,CNN,Acknowledges,Expresses climate concern,Supports
2362,1324,CNN,Neutral,Neutral,Does not mention
2363,1324,CNN,Neutral,Neutral,Does not mention
2364,1326,MSNBC,Acknowledges,Expresses climate concern,Supports
2365,1326,MSNBC,Acknowledges,Expresses climate concern,Supports
2366,1327,MSNBC,Acknowledges,Expresses climate concern,Supports
2367,1327,MSNBC,Acknowledges,Expresses climate concern,Supports
2368,1328,CNN,Acknowledges,Expresses climate concern,Supports
2369,1328,CNN,Acknowledges,Expresses climate concern,Supports
2370,1330,Fox,Acknowledges,Neutral,Opposes
2371,1330,Fox,Acknowledges,Neutral,Opposes
2372,1332,Fox,Acknowledges,Expresses opposition to climate concern,Opposes
2373,1332,Fox,Neutral,Expresses opposition to climate concern,Opposes
2374,1333,Fox,Neutral,Neutral,Opposes
2375,1333,Fox,Neutral,Neutral,Does not mention
2376,1334,Fox,Acknowledges,Neutral,Neutral
2377,1334,Fox,Acknowledges,Neutral,Neutral
2378,1335,CNN,Acknowledges,Expresses climate concern,Supports
2379,1335,CNN,Acknowledges,Expresses climate concern,Supports
2380,1336,Fox,Neutral,Expresses opposition to climate concern,Opposes
2381,1336,Fox,Acknowledges,Neutral,Opposes
2382,1337,CNN,Acknowledges,Expresses climate concern,Supports
2383,1337,CNN,Acknowledges,Expresses climate concern,Supports
2384,1338,CNN,Neutral,Neutral,Does not mention
2385,1338,CNN,Neutral,Neutral,Does not mention
2386,1340,CBS,Neutral,Neutral,Does not mention
2387,1340,CBS,Neutral,Neutral,Does not mention
2388,1341,CBS,Acknowledges,Expresses climate concern,Supports
2389,1341,CBS,Acknowledges,Expresses climate concern,Supports
2390,1342,Fox,Neutral,Expresses opposition to climate concern,Opposes
2391,1342,Fox,Acknowledges,Neutral,Opposes
2392,1343,MSNBC,Neutral,Neutral,Does not mention
2393,1343,MSNBC,Neutral,Neutral,Does not mention
2394,1345,MSNBC,Neutral,Neutral,Neutral
2395,1345,MSNBC,Neutral,Neutral,Neutral
2396,1347,MSNBC,Neutral,Neutral,Does not mention
2397,1347,MSNBC,Neutral,Neutral,Does not mention
2398,1348,CNN,Neutral,Neutral,Neutral
2399,1348,CNN,Neutral,Neutral,Neutral
2400,1349,CNN,Neutral,Expresses climate concern,Does not mention
2401,1349,CNN,Neutral,Expresses climate concern,Does not mention
2402,1350,CBS,Neutral,Neutral,Neutral
2403,1350,CBS,Neutral,Neutral,Does not mention
2404,1351,CBS,Neutral,Neutral,Neutral
2405,1351,CBS,Neutral,Neutral,Does not mention
2406,1352,CNN,Acknowledges,Expresses climate concern,Supports
2407,1352,CNN,Acknowledges,Expresses climate concern,Supports
2408,1353,CNN,Acknowledges,Expresses climate concern,Supports
2409,1353,CNN,Acknowledges,Expresses climate concern,Supports
2410,1354,MSNBC,Acknowledges,Expresses climate concern,Supports
2411,1354,MSNBC,Acknowledges,Expresses climate concern,Supports
2412,1355,CNN,Neutral,Expresses climate concern,Does not mention
2413,1355,CNN,Neutral,Neutral,Does not mention
2414,1356,CNN,Acknowledges,Expresses climate concern,Does not mention
2415,1356,CNN,Acknowledges,Expresses climate concern,Does not mention
2416,1357,CNN,Neutral,Neutral,Does not mention
2417,1357,CNN,Neutral,Neutral,Does not mention
2418,1358,Fox,Acknowledges,Neutral,Opposes
2419,1358,Fox,Acknowledges,Neutral,Opposes
2420,1359,Fox,Acknowledges,Neutral,Opposes
2421,1359,Fox,Acknowledges,Neutral,Opposes
2422,1360,ABC,Neutral,Neutral,Does not mention
2423,1360,ABC,Neutral,Neutral,Does not mention
2424,1361,Fox,Neutral,Neutral,Opposes
2425,1361,Fox,Neutral,Neutral,Opposes
2426,1362,Fox,Neutral,Neutral,Opposes
2427,1362,Fox,Acknowledges,Neutral,Opposes
2428,1363,MSNBC,Neutral,Expresses climate concern,Does not mention
2429,1363,MSNBC,Neutral,Expresses climate concern,Does not mention
2430,1364,MSNBC,Neutral,Expresses climate concern,Neutral
2431,1364,MSNBC,Neutral,Neutral,Neutral
2432,1365,CNN,Acknowledges,Expresses climate concern,Supports
2433,1365,CNN,Acknowledges,Neutral,Debate
2434,1366,CNN,Neutral,Neutral,Neutral
2435,1366,CNN,Neutral,Neutral,Neutral
2436,1367,Fox,Acknowledges,Neutral,Opposes
2437,1367,Fox,Acknowledges,Neutral,Opposes
2438,1368,CNN,Neutral,Neutral,Neutral
2439,1368,CNN,Neutral,Neutral,Neutral
2440,1369,CNN,Neutral,Neutral,Neutral
2441,1369,CNN,Neutral,Neutral,Neutral
2442,1371,CNN,Neutral,Neutral,Neutral
2443,1371,CNN,Neutral,Neutral,Neutral
2444,1372,CNN,Acknowledges,Expresses climate concern,Supports
2445,1372,CNN,Acknowledges,Expresses climate concern,Supports
2446,1373,CNN,Neutral,Neutral,Neutral
2447,1373,CNN,Neutral,Neutral,Neutral
2448,1374,CNN,Acknowledges,Expresses climate concern,Supports
